Host,Virus,PHEIC risk,Pathogens,Disease_name,previous_name,msl39_viral_name,in_gibb_etal,in_empres_i,Virion_VirusName,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,VirusTaxID,VirusGenus,VirusFamily,VirusOrder,VirusClass,DetectionMethod,HostFlagID,high_quality_detection,downstream_default_include,downstream_review_reason
artibeus lituratus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,27634,artibeus,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
artibeus lituratus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,27634,artibeus,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
glossophaga soricina,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,27638,Glossophaga,Phyllostomidae,Chiroptera,Mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
glossophaga soricina,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,27638,glossophaga,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
sturnira lilium,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,27660,Sturnira,Phyllostomidae,Chiroptera,Mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
sturnira lilium,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,27660,sturnira,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
uroderma bilobatum,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,27663,uroderma,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
geomys bursarius,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,27682,geomys,geomyidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
nectomys squamipes,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,29117,nectomys,cricetidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
sylvilagus audubonii,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,30581,sylvilagus,leporidae,lagomorpha,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
crotophaga sulcirostris,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,33598,crotophaga,crotophagidae,cuculiformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
coragyps atratus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,33614,coragyps,cathartidae,accipitriformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
ramphocelus passerinii,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,36725,ramphocelus,thraupidae,passeriformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
oryzomys palustris,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,37020,oryzomys,cricetidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
dermanura phaeotis,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,40229,dermanura,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
dermanura phaeotis,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,40229,dermanura,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
carollia perspicillata,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,40233,carollia,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
peromyscus gossypinus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,42411,peromyscus,cricetidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
sigmodon hispidus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,42415,sigmodon,cricetidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
reithrodontomys megalotis,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,44234,reithrodontomys,cricetidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
lepus californicus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,48087,lepus,leporidae,lagomorpha,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
sylvilagus nuttallii,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,50378,sylvilagus,leporidae,lagomorpha,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
urocyon cinereoargenteus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,55040,urocyon,canidae,carnivora,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
quiscalus quiscula,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,84782,quiscalus,icteridae,passeriformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
corvus brachyrhynchos,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,85066,corvus,corvidae,passeriformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
phyllostomus discolor,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,89673,phyllostomus,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
marmosa robinsoni,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,91496,marmosa,didelphidae,didelphimorphia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
dipodomys microps,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,94248,dipodomys,heteromyidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
oreoscoptes montanus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,99873,oreoscoptes,sturnidae,passeriformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
cuniculus paca,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,108852,cuniculus,cuniculidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
butorides virescens,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,110671,butorides,ardeidae,pelecaniformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
egretta caerulea,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,110682,egretta,ardeidae,pelecaniformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
setophaga coronata,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,111975,setophaga,parulidae,passeriformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
dumetella carolinensis,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,111981,dumetella,mimidae,passeriformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
proechimys guyannensis,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,128105,proechimys,echimyidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
carollia brevicauda,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,138695,carollia,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
carollia subrufa,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,138697,carollia,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
myotis nigricans,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,153286,myotis,vespertilionidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
zygodontomys brevicauda,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,157541,zygodontomys,cricetidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
hoplomys gymnurus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,176501,hoplomys,echimyidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
glossophaga commissarisi,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,177159,glossophaga,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
sturnira ludovici,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,192405,sturnira,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
turdus grayi,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,203558,turdus,turdidae,passeriformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
ramphastos swainsonii,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,207748,ramphastos,ramphastidae,piciformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
melanomys caliginosus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,218793,melanomys,cricetidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
icterus prosthemelas,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,223164,icterus,icteridae,passeriformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
sciurus granatensis,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,226870,sciurus,sciuridae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
sciurus variegatoides,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,226875,sciurus,sciuridae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
