role_modelling_feature_id,disease_name,species_role,species_name,tax_id,host_class,host_order,host_family,host_detection_method,host_direct_detection_supported,host_role_assignment,host_role_confidence,host_role_assignment_status,host_role_needs_manual_review,modelling_role_proxy,modelling_role_proxy_basis,modelling_role_proxy_confidence,modelling_role_proxy_rule_id,modelling_role_proxy_needs_review,host_role_bucket,host_role_evidence_basis,host_role_weight,role_proxy_applied,group_proxy_applied,profile_group_proxy,feature_rule_version,taxonomy_ok,host_detection_tier,profile_broad,profile_supported,profile_strong,profile_strict,biological_evidence_tier,tier_rule_id,host_evidence_missingness_reason
west nile fever|mus musculus|10090,West Nile fever,host,Mus musculus,10090,mammalia,rodentia,muridae,Isolation/Observation; Not specified; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|myodes glareolus|447135,West Nile fever,host,Myodes glareolus,447135,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|nannopterum auritum|56069,West Nile fever,host,Nannopterum auritum,56069,,,,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|nestor notabilis|176057,West Nile fever,host,Nestor notabilis,176057,aves,psittaciformes,strigopidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|odocoileus virginianus|9874,West Nile fever,host,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,Antibodies; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|oena capensis|115679,West Nile fever,host,Oena capensis,115679,aves,columbiformes,columbidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|orcinus orca|9733,West Nile fever,host,Orcinus orca,9733,mammalia,artiodactyla,delphinidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|oriolus flavocinctus|449354,West Nile fever,host,Oriolus flavocinctus,449354,aves,passeriformes,oriolidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|oryctolagus cuniculus|9986,West Nile fever,host,Oryctolagus cuniculus,9986,mammalia,lagomorpha,leporidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|ovis aries|9940,West Nile fever,host,Ovis aries,9940,mammalia,artiodactyla,bovidae,Antibodies; Not specified; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pan troglodytes|9598,West Nile fever,host,Pan troglodytes,9598,mammalia,primates,hominidae,Antibodies; Not specified,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pandion haliaetus|56262,West Nile fever,host,Pandion haliaetus,56262,aves,accipitriformes,pandionidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|panthera leo|9689,West Nile fever,host,Panthera leo,9689,mammalia,carnivora,felidae,Antibodies; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|panthera tigris|9694,West Nile fever,host,Panthera tigris,9694,mammalia,carnivora,felidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|panthera uncia|29064,West Nile fever,host,Panthera uncia,29064,mammalia,carnivora,felidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|parus major|9157,West Nile fever,host,Parus major,9157,aves,passeriformes,paridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|passer|2705460,West Nile fever,host,Passer,2705460,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|passer domesticus|48849,West Nile fever,host,Passer domesticus,48849,aves,passeriformes,passeridae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pelecanus erythrorhynchos|33618,West Nile fever,host,Pelecanus erythrorhynchos,33618,aves,pelecaniformes,pelecanidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pelecanus occidentalis|37043,West Nile fever,host,Pelecanus occidentalis,37043,aves,pelecaniformes,pelecanidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pelophylax ridibundus|8406,West Nile fever,host,Pelophylax ridibundus,8406,amphibia,anura,ranidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|peromyscus leucopus|10041,West Nile fever,host,Peromyscus leucopus,10041,mammalia,rodentia,cricetidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|phalacrocorax carbo|9209,West Nile fever,host,Phalacrocorax carbo,9209,aves,suliformes,phalacrocoracidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|phasianus colchicus|9054,West Nile fever,host,Phasianus colchicus,9054,aves,galliformes,phasianidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pheucticus melanocephalus|371919,West Nile fever,host,Pheucticus melanocephalus,371919,aves,passeriformes,cardinalidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|phoca vitulina|9720,West Nile fever,host,Phoca vitulina,9720,mammalia,carnivora,phocidae,Antibodies; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|phoenicoparrus andinus|704177,West Nile fever,host,Phoenicoparrus andinus,704177,aves,phoenicopteriformes,phoenicopteridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|phoenicopterus|2729511,West Nile fever,host,Phoenicopterus,2729511,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|phoenicopterus chilensis|117000,West Nile fever,host,Phoenicopterus chilensis,117000,aves,phoenicopteriformes,phoenicopteridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|phoenicopterus roseus|435638,West Nile fever,host,Phoenicopterus roseus,435638,aves,phoenicopteriformes,phoenicopteridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|phoenicopterus ruber|9217,West Nile fever,host,Phoenicopterus ruber,9217,aves,phoenicopteriformes,phoenicopteridae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|phylloscopus collybita|48150,West Nile fever,host,Phylloscopus collybita,48150,aves,passeriformes,phylloscopidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pica hudsonia|158052,West Nile fever,host,Pica hudsonia,158052,aves,passeriformes,corvidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_corvidae,medium,wnv_corvidae_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pica nuttalli|114087,West Nile fever,host,Pica nuttalli,114087,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pica pica|34924,West Nile fever,host,Pica pica,34924,aves,passeriformes,corvidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_corvidae,medium,wnv_corvidae_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pipistrellus hesperidus|294653,West Nile fever,host,Pipistrellus hesperidus,294653,mammalia,chiroptera,vespertilionidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pluvialis apricaria|670352,West Nile fever,host,Pluvialis apricaria,670352,aves,charadriiformes,charadriidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_competence_proxy,west_nile_weighted_rule_charadriiformes,medium_low,wnv_charadriiformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|podiceps cristatus|345573,West Nile fever,host,Podiceps cristatus,345573,aves,podicipediformes,podicipedidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|podiceps nigricollis|85099,West Nile fever,host,Podiceps nigricollis,85099,aves,podicipediformes,podicipedidae,Isolation/Observation,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|poecile atricapillus|48891,West Nile fever,host,Poecile atricapillus,48891,aves,passeriformes,paridae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|poecile carolinensis|48892,West Nile fever,host,Poecile carolinensis,48892,aves,passeriformes,paridae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|procyon lotor|9654,West Nile fever,host,Procyon lotor,9654,mammalia,carnivora,procyonidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|prunella modularis|181117,West Nile fever,host,Prunella modularis,181117,aves,passeriformes,prunellidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pteropus alecto|9402,West Nile fever,host,Pteropus alecto,9402,mammalia,chiroptera,pteropodidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|puma concolor|9696,West Nile fever,host,Puma concolor,9696,mammalia,carnivora,felidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|pyrrhocorax graculus|56789,West Nile fever,host,Pyrrhocorax graculus,56789,aves,passeriformes,corvidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_corvidae,medium,wnv_corvidae_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|quelea quelea|187445,West Nile fever,host,Quelea quelea,187445,aves,passeriformes,ploceidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|quiscalus major|84780,West Nile fever,host,Quiscalus major,84780,aves,passeriformes,icteridae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|quiscalus quiscula|84782,West Nile fever,host,Quiscalus quiscula,84782,aves,passeriformes,icteridae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|rallus aquaticus|54496,West Nile fever,host,Rallus aquaticus,54496,aves,gruiformes,rallidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|rattus norvegicus|10116,West Nile fever,host,Rattus norvegicus,10116,mammalia,rodentia,muridae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|rattus rattus|10117,West Nile fever,host,Rattus rattus,10117,mammalia,rodentia,muridae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|rousettus aegyptiacus|9407,West Nile fever,host,Rousettus aegyptiacus,9407,mammalia,chiroptera,pteropodidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
