Pathogen,PathogenTaxID,PHEIC risk,Disease_name,HostTaxID,Host,PathogenClass,PathogenOrder,PathogenFamily,PathogenGenus,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,MainSource,PathogenType,in_gibb_etal,in_empres_i,modelling_scope_status,modelling_scope_reason,Host_raw,host_name_cleaning_method,source_database,source_assoc_id,source_host_flag_id,host_taxonomy_ready,host_taxonomy_flag,is_human_host,is_model_or_lab_host,is_domestic_or_livestock_hint,host_network_source,source_table,possible_cross_source_duplicate_flag,analysis_unit_id,master_row,disease_master_name,resolved_pathogen_name,host_query_bucket,match_review_flag,shared_species_proxy_flag,match_review_notes,host_count_for_analysis_unit,host_count_flag
ehrlichia chaffeensis,945,,Human monocytic ehrlichiosis,52407,mazama gouazoupira,alphaproteobacteria,rickettsiales,anaplasmataceae,,,mammalia,cervidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,,CLOVER,bacteria/rickettsia,,,include,Included in current default modelling scope after transmission-rule review.,mazama gouazoupira,source_name_fallback,EID2,64795,,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_86,86,Ehrlichia chaffeensis,Ehrlichia chaffeensis,default_clean,FALSE,FALSE,,11,expected_range
ehrlichia chaffeensis,945,,Human monocytic ehrlichiosis,9872,Odocoileus hemionus,alphaproteobacteria,rickettsiales,anaplasmataceae,,CHORDATA,MAMMALIA,CERVIDAE,ARTIODACTYLA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER,bacteria/rickettsia,,,include,Included in current default modelling scope after transmission-rule review.,odocoileus hemionus,source_taxid_host,GMPD2,66974,,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_86,86,Ehrlichia chaffeensis,Ehrlichia chaffeensis,default_clean,FALSE,FALSE,,11,expected_range
ehrlichia chaffeensis,945,,Human monocytic ehrlichiosis,9874,Odocoileus virginianus,alphaproteobacteria,rickettsiales,anaplasmataceae,,CHORDATA,MAMMALIA,CERVIDAE,ARTIODACTYLA,PCR/Sequencing,TRUE,TRUE,,CLOVER,bacteria/rickettsia,,,include,Included in current default modelling scope after transmission-rule review.,odocoileus virginianus,source_taxid_host,EID2,67067,,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_86,86,Ehrlichia chaffeensis,Ehrlichia chaffeensis,default_clean,FALSE,FALSE,,11,expected_range
ehrlichia chaffeensis,945,,Human monocytic ehrlichiosis,9874,Odocoileus virginianus,alphaproteobacteria,rickettsiales,anaplasmataceae,,CHORDATA,MAMMALIA,CERVIDAE,ARTIODACTYLA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER,bacteria/rickettsia,,,include,Included in current default modelling scope after transmission-rule review.,odocoileus virginianus,source_taxid_host,GMPD2,67079,,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_86,86,Ehrlichia chaffeensis,Ehrlichia chaffeensis,default_clean,FALSE,FALSE,,11,expected_range
ehrlichia chaffeensis,945,,Human monocytic ehrlichiosis,9874,Odocoileus virginianus,alphaproteobacteria,rickettsiales,anaplasmataceae,,CHORDATA,MAMMALIA,CERVIDAE,ARTIODACTYLA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER,bacteria/rickettsia,,,include,Included in current default modelling scope after transmission-rule review.,odocoileus virginianus,source_taxid_host,GMPD2,67082,,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_86,86,Ehrlichia chaffeensis,Ehrlichia chaffeensis,default_clean,FALSE,FALSE,,11,expected_range
ehrlichia chaffeensis,945,,Human monocytic ehrlichiosis,9874,Odocoileus virginianus,alphaproteobacteria,rickettsiales,anaplasmataceae,,CHORDATA,MAMMALIA,CERVIDAE,ARTIODACTYLA,Isolation/Observation,TRUE,TRUE,,CLOVER,bacteria/rickettsia,,,include,Included in current default modelling scope after transmission-rule review.,odocoileus virginianus,source_taxid_host,Shaw,67093,,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_86,86,Ehrlichia chaffeensis,Ehrlichia chaffeensis,default_clean,FALSE,FALSE,,11,expected_range
ehrlichia chaffeensis,945,,Human monocytic ehrlichiosis,9940,Ovis aries,alphaproteobacteria,rickettsiales,anaplasmataceae,,CHORDATA,MAMMALIA,BOVIDAE,ARTIODACTYLA,Not specified,FALSE,FALSE,detection_method=Not specified; domestic_or_livestock_hint,CLOVER,bacteria/rickettsia,,,include,Included in current default modelling scope after transmission-rule review.,ovis aries,source_taxid_host,EID2,69976,,TRUE,species_like,FALSE,FALSE,TRUE,master,master_pathogen_host_species_clean.csv,FALSE,master_86,86,Ehrlichia chaffeensis,Ehrlichia chaffeensis,default_clean,FALSE,FALSE,,11,expected_range
ehrlichia chaffeensis,945,,Human monocytic ehrlichiosis,9940,Ovis aries,alphaproteobacteria,rickettsiales,anaplasmataceae,,CHORDATA,MAMMALIA,BOVIDAE,ARTIODACTYLA,PCR/Sequencing,TRUE,TRUE,domestic_or_livestock_hint,CLOVER,bacteria/rickettsia,,,include,Included in current default modelling scope after transmission-rule review.,ovis aries,source_taxid_host,EID2,69979,,TRUE,species_like,FALSE,FALSE,TRUE,master,master_pathogen_host_species_clean.csv,FALSE,master_86,86,Ehrlichia chaffeensis,Ehrlichia chaffeensis,default_clean,FALSE,FALSE,,11,expected_range
ehrlichia chaffeensis,945,,Human monocytic ehrlichiosis,9654,Procyon lotor,alphaproteobacteria,rickettsiales,anaplasmataceae,,CHORDATA,MAMMALIA,PROCYONIDAE,CARNIVORA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER,bacteria/rickettsia,,,include,Included in current default modelling scope after transmission-rule review.,procyon lotor,source_taxid_host,EID2,72891,,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_86,86,Ehrlichia chaffeensis,Ehrlichia chaffeensis,default_clean,FALSE,FALSE,,11,expected_range
ehrlichia chaffeensis,945,,Human monocytic ehrlichiosis,9654,Procyon lotor,alphaproteobacteria,rickettsiales,anaplasmataceae,,CHORDATA,MAMMALIA,PROCYONIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER,bacteria/rickettsia,,,include,Included in current default modelling scope after transmission-rule review.,procyon lotor,source_taxid_host,GMPD2,72898,,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_86,86,Ehrlichia chaffeensis,Ehrlichia chaffeensis,default_clean,FALSE,FALSE,,11,expected_range
rickettsia conorii,781,,Indian tick typhus,68724,Canis aureus,alphaproteobacteria,rickettsiales,rickettsiaceae,,CHORDATA,MAMMALIA,CANIDAE,CARNIVORA,Antibodies,FALSE,FALSE,not_default_host_query; host_query_bucket=match_review; match_review; detection_method=Antibodies,CLOVER,bacteria/rickettsia,,,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,canis aureus,cross_source_taxid_unique,GMPD2,17315,,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_87,87,Rickettsia conorii indica,Rickettsia conorii subsp. indica,match_review,TRUE,FALSE,CLOVER local match is at parent species level.,0,not_default_clean
rickettsia conorii,781,,Indian tick typhus,9612,Canis lupus,alphaproteobacteria,rickettsiales,rickettsiaceae,,CHORDATA,MAMMALIA,CANIDAE,CARNIVORA,PCR/Sequencing,TRUE,FALSE,not_default_host_query; host_query_bucket=match_review; match_review,CLOVER,bacteria/rickettsia,,,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,canis lupus,source_taxid_host,EID2,21194,,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_87,87,Rickettsia conorii indica,Rickettsia conorii subsp. indica,match_review,TRUE,FALSE,CLOVER local match is at parent species level.,0,not_default_clean
rickettsia conorii,781,,Indian tick typhus,60710,chlorocebus pygerythrus,alphaproteobacteria,rickettsiales,rickettsiaceae,,,mammalia,cercopithecidae,primates,Antibodies,FALSE,FALSE,not_default_host_query; host_query_bucket=match_review; match_review; detection_method=Antibodies; model_or_lab_host_flag,CLOVER,bacteria/rickettsia,,,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,chlorocebus pygerythrus,source_name_fallback,GMPD2,24349,,TRUE,species_like,FALSE,TRUE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_87,87,Rickettsia conorii indica,Rickettsia conorii subsp. indica,match_review,TRUE,FALSE,CLOVER local match is at parent species level.,0,not_default_clean
rickettsia conorii,781,,Indian tick typhus,9606,Homo sapiens,alphaproteobacteria,rickettsiales,rickettsiaceae,,,mammalia,hominidae,primates,Not specified,FALSE,FALSE,not_default_host_query; host_query_bucket=match_review; match_review; detection_method=Not specified; human_host_flag; model_or_lab_host_flag,CLOVER,bacteria/rickettsia,,,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,homo sapiens,source_taxid_host,EID2,56184,,TRUE,species_like,TRUE,TRUE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_87,87,Rickettsia conorii indica,Rickettsia conorii subsp. indica,match_review,TRUE,FALSE,CLOVER local match is at parent species level.,0,not_default_clean
rickettsia conorii,781,,Indian tick typhus,9606,Homo sapiens,alphaproteobacteria,rickettsiales,rickettsiaceae,,,mammalia,hominidae,primates,PCR/Sequencing,TRUE,FALSE,not_default_host_query; host_query_bucket=match_review; match_review; human_host_flag; model_or_lab_host_flag,CLOVER,bacteria/rickettsia,,,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,homo sapiens,source_taxid_host,EID2,56204,,TRUE,species_like,TRUE,TRUE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_87,87,Rickettsia conorii indica,Rickettsia conorii subsp. indica,match_review,TRUE,FALSE,CLOVER local match is at parent species level.,0,not_default_clean
rickettsia conorii,781,,Indian tick typhus,9606,Homo sapiens,alphaproteobacteria,rickettsiales,rickettsiaceae,,,mammalia,hominidae,primates,Isolation/Observation,TRUE,FALSE,not_default_host_query; host_query_bucket=match_review; match_review; human_host_flag; model_or_lab_host_flag,CLOVER,bacteria/rickettsia,,,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,homo sapiens,source_taxid_host,Shaw,56220,,TRUE,species_like,TRUE,TRUE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_87,87,Rickettsia conorii indica,Rickettsia conorii subsp. indica,match_review,TRUE,FALSE,CLOVER local match is at parent species level.,0,not_default_clean
rickettsia conorii,781,,Indian tick typhus,9689,panthera leo,alphaproteobacteria,rickettsiales,rickettsiaceae,,,mammalia,felidae,carnivora,PCR/Sequencing,TRUE,FALSE,not_default_host_query; host_query_bucket=match_review; match_review,CLOVER,bacteria/rickettsia,,,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,panthera leo,source_name_fallback,GMPD2,72043,,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_87,87,Rickettsia conorii indica,Rickettsia conorii subsp. indica,match_review,TRUE,FALSE,CLOVER local match is at parent species level.,0,not_default_clean
alphavirus barmah,11020,,Barmah Forest virus disease,9913,Bos taurus,alsuviricetes,martellivirales,togaviridae,,CHORDATA,MAMMALIA,BOVIDAE,ARTIODACTYLA,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review; domestic_or_livestock_hint,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,bos taurus,source_taxid_host,Shaw,34386,FALSE,TRUE,species_like,FALSE,FALSE,TRUE,master,master_pathogen_host_species_clean.csv,FALSE,master_90,90,Barmah Forest,Barmah Forest virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,2,very_narrow
alphavirus barmah,11020,,Barmah Forest virus disease,9612,Canis lupus,alsuviricetes,martellivirales,togaviridae,,CHORDATA,MAMMALIA,CANIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,canis lupus,source_name,HP3,60162,FALSE,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_90,90,Barmah Forest,Barmah Forest virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,2,very_narrow
alphavirus barmah,11020,,Barmah Forest virus disease,9796,Equus caballus,alsuviricetes,martellivirales,togaviridae,,CHORDATA,MAMMALIA,EQUIDAE,PERISSODACTYLA,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review; domestic_or_livestock_hint,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,equus caballus,source_taxid_host,HP3,87603,FALSE,TRUE,species_like,FALSE,FALSE,TRUE,master,master_pathogen_host_species_clean.csv,FALSE,master_90,90,Barmah Forest,Barmah Forest virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,2,very_narrow
alphavirus barmah,11020,,Barmah Forest virus disease,9685,Felis catus,alsuviricetes,martellivirales,togaviridae,,CHORDATA,MAMMALIA,FELIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review; domestic_or_livestock_hint,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,felis catus,source_taxid_host,HP3,93782,FALSE,TRUE,species_like,FALSE,FALSE,TRUE,master,master_pathogen_host_species_clean.csv,FALSE,master_90,90,Barmah Forest,Barmah Forest virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,2,very_narrow
alphavirus barmah,11020,,Barmah Forest virus disease,9606,Homo sapiens,alsuviricetes,martellivirales,togaviridae,,,mammalia,hominidae,primates,Not specified,FALSE,FALSE,detection_method=Not specified; narrow_host_list_review; human_host_flag; model_or_lab_host_flag,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,homo sapiens,source_taxid_host,EID2,198775,FALSE,TRUE,species_like,TRUE,TRUE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_90,90,Barmah Forest,Barmah Forest virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,2,very_narrow
alphavirus barmah,11020,,Barmah Forest virus disease,9606,Homo sapiens,alsuviricetes,martellivirales,togaviridae,,,mammalia,hominidae,primates,PCR/Sequencing,TRUE,TRUE,narrow_host_list_review; human_host_flag; model_or_lab_host_flag,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,homo sapiens,source_taxid_host,HP3,198776,FALSE,TRUE,species_like,TRUE,TRUE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_90,90,Barmah Forest,Barmah Forest virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,2,very_narrow
alphavirus barmah,3426294,,Barmah Forest virus disease,9606,Homo sapiens,alsuviricetes,martellivirales,togaviridae,,,mammalia,hominidae,primates,PCR/Sequencing,TRUE,TRUE,narrow_host_list_review; human_host_flag; model_or_lab_host_flag,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,homo sapiens,source_taxid_host,GenBank,198781,FALSE,TRUE,species_like,TRUE,TRUE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_90,90,Barmah Forest,Barmah Forest virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,2,very_narrow
alphavirus barmah,3426294,,Barmah Forest virus disease,9317,macropus giganteus,alsuviricetes,martellivirales,togaviridae,,,mammalia,macropodidae,diprotodontia,PCR/Sequencing,TRUE,TRUE,narrow_host_list_review,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,macropus giganteus,source_name_fallback,GenBank,763339,FALSE,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_90,90,Barmah Forest,Barmah Forest virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,2,very_narrow
alphavirus barmah,11020,,Barmah Forest virus disease,30670,setonix brachyurus,alsuviricetes,martellivirales,togaviridae,,,mammalia,macropodidae,diprotodontia,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,setonix brachyurus,source_name_fallback,Shaw,810980,FALSE,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_90,90,Barmah Forest,Barmah Forest virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,2,very_narrow
alphavirus barmah,11020,,Barmah Forest virus disease,9337,trichosurus vulpecula,alsuviricetes,martellivirales,togaviridae,,,mammalia,phalangeridae,diprotodontia,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,trichosurus vulpecula,source_name_fallback,HP3,872155,FALSE,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_90,90,Barmah Forest,Barmah Forest virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,2,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,75848,anas gibberifrons,flasuviricetes,amarillovirales,flaviviridae,,,aves,anatidae,anseriformes,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,anas gibberifrons,source_name_fallback,Shaw,19712,FALSE,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,45632,Anas superciliosa,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,anas superciliosa,source_taxid_host,Shaw,26352,FALSE,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,2039642,anhinga melanogaster,flasuviricetes,amarillovirales,flaviviridae,,,aves,anhingidae,suliformes,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,anhinga melanogaster,source_name_fallback,Shaw,26595,FALSE,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,9612,Canis lupus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,CANIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,canis lupus,source_name,HP3,66531,FALSE,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,121387,centropus phasianinus,flasuviricetes,amarillovirales,flaviviridae,,,aves,centropidae,cuculiformes,Isolation/Observation,TRUE,TRUE,narrow_host_list_review,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,centropus phasianinus,source_name_fallback,Shaw,74090,FALSE,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,8868,Cygnus atratus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,cygnus atratus,source_taxid_host,Shaw,80694,FALSE,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,390973,egretta novaehollandiae,flasuviricetes,amarillovirales,flaviviridae,,,aves,ardeidae,pelecaniformes,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,egretta novaehollandiae,source_name_fallback,Shaw,83721,FALSE,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,9796,Equus caballus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,EQUIDAE,PERISSODACTYLA,PCR/Sequencing,TRUE,TRUE,narrow_host_list_review; domestic_or_livestock_hint,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,equus caballus,source_taxid_host,EID2,89487,FALSE,TRUE,species_like,FALSE,FALSE,TRUE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,9796,Equus caballus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,EQUIDAE,PERISSODACTYLA,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review; domestic_or_livestock_hint,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,equus caballus,source_taxid_host,HP3,89484,FALSE,TRUE,species_like,FALSE,FALSE,TRUE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,9796,Equus caballus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,EQUIDAE,PERISSODACTYLA,Isolation/Observation,TRUE,TRUE,narrow_host_list_review; domestic_or_livestock_hint,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,equus caballus,source_taxid_host,Shaw,89485,FALSE,TRUE,species_like,FALSE,FALSE,TRUE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,3048215,,Murray Valley encephalitis,9796,Equus caballus,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,MAMMALIA,EQUIDAE,PERISSODACTYLA,PCR/Sequencing,TRUE,TRUE,narrow_host_list_review; domestic_or_livestock_hint,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,equus caballus,source_taxid_host,GenBank,89490,FALSE,TRUE,species_like,FALSE,FALSE,TRUE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,9121,Fulica atra,flasuviricetes,amarillovirales,flaviviridae,,CHORDATA,AVES,RALLIDAE,GRUIFORMES,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,fulica atra,source_taxid_host,Shaw,98074,FALSE,TRUE,species_like,FALSE,FALSE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,9606,Homo sapiens,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,hominidae,primates,Not specified,FALSE,FALSE,detection_method=Not specified; narrow_host_list_review; human_host_flag; model_or_lab_host_flag,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,homo sapiens,source_taxid_host,EID2,677284,FALSE,TRUE,species_like,TRUE,TRUE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,9606,Homo sapiens,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,hominidae,primates,PCR/Sequencing,TRUE,TRUE,narrow_host_list_review; human_host_flag; model_or_lab_host_flag,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,homo sapiens,source_taxid_host,EID2,677291,FALSE,TRUE,species_like,TRUE,TRUE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,9606,Homo sapiens,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,hominidae,primates,Antibodies,FALSE,FALSE,detection_method=Antibodies; narrow_host_list_review; human_host_flag; model_or_lab_host_flag,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,homo sapiens,source_taxid_host,HP3,677279,FALSE,TRUE,species_like,TRUE,TRUE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
orthoflavivirus murrayense,11079,,Murray Valley encephalitis,9606,Homo sapiens,flasuviricetes,amarillovirales,flaviviridae,,,mammalia,hominidae,primates,Isolation/Observation,TRUE,TRUE,narrow_host_list_review; human_host_flag; model_or_lab_host_flag,VIRION,virus,,,include,Included in current default modelling scope after transmission-rule review.,homo sapiens,source_taxid_host,Shaw,677281,FALSE,TRUE,species_like,TRUE,TRUE,FALSE,master,master_pathogen_host_species_clean.csv,FALSE,master_91,91,Murray Valley encephalitis,Murray Valley encephalitis virus,default_clean,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,3,very_narrow
