raw_host_label,source_field,scientific_name_clean,host_binomial,host_infraspecific_epithet,host_authorship_year_suffix,host_canonicalization_flag,review_bucket,package_check_target,suggested_who_host,fuzzy_score,reason_flag,row_count
Felis nigripes,verbatim_host_name,,Felis nigripes,,,,package_candidate_check,TRUE,,0.5,verbatim_binomial_candidate,35
Varanus niloticus,verbatim_host_name,,Varanus niloticus,,,,package_candidate_check,TRUE,,0.6666666666666667,verbatim_binomial_candidate,35
Glaucomys volans,host_scientific_name,Glaucomys volans,Glaucomys volans,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4736842105263158,needs_manual_synonym_map,34
Ochotona rufescens Gray 1842,host_scientific_name,Ochotona rufescens Gray 1842,Ochotona rufescens,,Gray 1842,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5555555555555556,needs_binomialization,34
Potamochoerus sp.,host_scientific_name,Potamochoerus sp.,,,,non_actionable,drop_from_species_level,FALSE,,0.5,drop_from_species_level,34
Procavia capensis_Pallas 1766,host_scientific_name,Procavia capensis Pallas 1766,Procavia capensis,,Pallas 1766,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6470588235294117,needs_binomialization,34
Cat,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,34
Cynomys leucurus,verbatim_host_name,,Cynomys leucurus,,,,package_candidate_check,TRUE,,0.6,verbatim_binomial_candidate,34
Equus sp.,host_scientific_name,Equus sp.,,,,non_actionable,drop_from_species_level,FALSE,,0.625,drop_from_species_level,33
Cotton rat,verbatim_host_name,,Cotton rat,,,,package_candidate_check,TRUE,,0.46153846153846156,verbatim_binomial_candidate,33
Ammodramus savannarum,host_scientific_name,Ammodramus savannarum,Ammodramus savannarum,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.47619047619047616,needs_manual_synonym_map,32
Anas spp.,host_scientific_name,Anas spp.,,,,non_actionable,drop_from_species_level,FALSE,,0.5,drop_from_species_level,32
Eumeces fasciatus,host_scientific_name,Eumeces fasciatus,Eumeces fasciatus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5294117647058824,needs_manual_synonym_map,32
Glaucomys sabrinus,host_scientific_name,Glaucomys sabrinus,Glaucomys sabrinus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_manual_synonym_map,32
Microtus pinetorum,host_scientific_name,Microtus pinetorum,Microtus pinetorum,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_manual_synonym_map,32
Myodes gapperi,host_scientific_name,Myodes gapperi,Myodes gapperi,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5625,needs_manual_synonym_map,32
Clethrionomys gapperi,verbatim_host_name,,Clethrionomys gapperi,,,,package_candidate_check,TRUE,clethrionomys gapperi,1,verbatim_binomial_candidate,32
Cotton mouse,verbatim_host_name,,Cotton mouse,,,,package_candidate_check,TRUE,,0.41666666666666663,verbatim_binomial_candidate,32
Eastern cottontail rabbit,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,32
"Eastern woodrat, Neotoma floridana",verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,32
Eumeces fasciatus,verbatim_host_name,,Eumeces fasciatus,,,,package_candidate_check,TRUE,,0.5294117647058824,verbatim_binomial_candidate,32
Felis libyca,verbatim_host_name,,Felis libyca,,,,package_candidate_check,TRUE,,0.5,verbatim_binomial_candidate,32
Glaucomys sabrinus,verbatim_host_name,,Glaucomys sabrinus,,,,package_candidate_check,TRUE,,0.6666666666666667,verbatim_binomial_candidate,32
Golden mouse,verbatim_host_name,,Golden mouse,,,,package_candidate_check,TRUE,,0.4375,verbatim_binomial_candidate,32
Gopher tortoise,verbatim_host_name,,Gopher tortoise,,,,package_candidate_check,TRUE,,0.4,verbatim_binomial_candidate,32
Lutra canadensis,verbatim_host_name,,Lutra canadensis,,,,package_candidate_check,TRUE,,0.375,verbatim_binomial_candidate,32
Microtus pinetorum,verbatim_host_name,,Microtus pinetorum,,,,package_candidate_check,TRUE,,0.6666666666666667,verbatim_binomial_candidate,32
Southern flying squirrel,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,32
zebra,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,32
Akodon cursor_Winge 1887,host_scientific_name,Akodon cursor Winge 1887,Akodon cursor,,Winge 1887,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5384615384615384,needs_binomialization,31
Akodon serrensis_Thomas 1902,host_scientific_name,Akodon serrensis Thomas 1902,Akodon serrensis,,Thomas 1902,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5,needs_binomialization,31
Pipilo maculatus,host_scientific_name,Pipilo maculatus,Pipilo maculatus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5555555555555556,needs_manual_synonym_map,31
Tupaia sp.,host_scientific_name,Tupaia sp.,,,,non_actionable,drop_from_species_level,FALSE,,0.6363636363636364,drop_from_species_level,31
Akodon (A.) cursor,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,31
Akodon (A.) serrensis,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,31
Goats and sheep,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,31
Ochotona rufescens (Gray) Afghan pika,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,31
Thryonomys swinderianus,verbatim_host_name,,Thryonomys swinderianus,,,,package_candidate_check,TRUE,,0.5217391304347826,verbatim_binomial_candidate,31
Akodon montensis_Thomas 1913,host_scientific_name,Akodon montensis Thomas 1913,Akodon montensis,,Thomas 1913,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4375,needs_binomialization,30
Ichneumia albicauda ibeanus_Thomas 1904,host_scientific_name,Ichneumia albicauda ibeanus Thomas 1904,Ichneumia albicauda,ibeanus,Thomas 1904,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.4736842105263158,needs_binomialization,30
"Erinaceus algirus_male, female; Atelerix algirus",verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,30
Herpestes albicauda ibeana (Mongoose),verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,30
Sigmodon,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,30
Tupaia,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,30
rhinoceros,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,30
Akodon (A.) montensis,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,29
Col. Gr. Sq.,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,29
Cotton Rat,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,29
Varanus sp.,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,29
pig,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,29
Blarina brevicauda,host_scientific_name,Blarina brevicauda,Blarina brevicauda,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6842105263157895,needs_manual_synonym_map,28
Equus africanus,host_scientific_name,Equus africanus,Equus africanus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.7333333333333334,needs_manual_synonym_map,28
Ourebia ourebi_Zimmermann 1783,host_scientific_name,Ourebia ourebi Zimmermann 1783,Ourebia ourebi,,Zimmermann 1783,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5,needs_binomialization,28
Passerina ciris,host_scientific_name,Passerina ciris,Passerina ciris,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5333333333333333,needs_manual_synonym_map,28
Sylvilagus sp.,host_scientific_name,Sylvilagus sp.,,,,non_actionable,drop_from_species_level,FALSE,,0.55,drop_from_species_level,28
Gopherus polyphemus,verbatim_host_name,,Gopherus polyphemus,,,,package_candidate_check,TRUE,,0.5263157894736843,verbatim_binomial_candidate,28
Pack Rat,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,28
Sylvilagus aquaticus,verbatim_host_name,,Sylvilagus aquaticus,,,,package_candidate_check,TRUE,,0.6190476190476191,verbatim_binomial_candidate,28
Potamochoerus sp.,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,27
civet,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,27
Hippopotamus amphibius_Linnaeus 1758,host_scientific_name,Hippopotamus amphibius Linnaeus 1758,Hippopotamus amphibius,,Linnaeus 1758,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4545454545454546,needs_binomialization,26
Manis tricuspis_Rafinesque 1821,host_scientific_name,Manis tricuspis Rafinesque 1821,Manis tricuspis,,Rafinesque 1821,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5333333333333333,needs_binomialization,26
Mus caroli,host_scientific_name,Mus caroli,Mus caroli,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6363636363636364,needs_manual_synonym_map,26
Peromyscus sp.,host_scientific_name,Peromyscus sp.,,,,non_actionable,drop_from_species_level,FALSE,,0.6875,drop_from_species_level,26
Sialia sialis,host_scientific_name,Sialia sialis,Sialia sialis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5333333333333333,needs_manual_synonym_map,26
Spermophilus beldingi oregonus_Merriam 1898,host_scientific_name,Spermophilus beldingi oregonus Merriam 1898,Spermophilus beldingi,oregonus,Merriam 1898,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_binomialization,26
Vireo olivaceus,host_scientific_name,Vireo olivaceus,Vireo olivaceus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_manual_synonym_map,26
Camel,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,26
House Wren,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,26
Mus caroli,verbatim_host_name,,Mus caroli,,,,package_candidate_check,TRUE,,0.6363636363636364,verbatim_binomial_candidate,26
Phacochoerus sp.,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,26
antelope,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,26
Canis adustus_Sundevall 1847,host_scientific_name,Canis adustus Sundevall 1847,Canis adustus,,Sundevall 1847,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6923076923076923,needs_binomialization,25
Chondestes grammacus,host_scientific_name,Chondestes grammacus,Chondestes grammacus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,25
Helmitheros vermivorum,host_scientific_name,Helmitheros vermivorum,Helmitheros vermivorum,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.40909090909090906,needs_manual_synonym_map,25
Heterohyrax brucei_Gray 1868,host_scientific_name,Heterohyrax brucei Gray 1868,Heterohyrax brucei,,Gray 1868,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4444444444444444,needs_binomialization,25
Seiurus aurocapilla,host_scientific_name,Seiurus aurocapilla,Seiurus aurocapilla,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5789473684210527,needs_manual_synonym_map,25
Citellus v. grammurus,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,25
Ammospermophilus leucurus leucurus_Merriam 1889,host_scientific_name,Ammospermophilus leucurus leucurus Merriam 1889,Ammospermophilus leucurus,leucurus,Merriam 1889,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.64,needs_binomialization,24
Blarina brevicauda aloga,host_scientific_name,Blarina brevicauda aloga,Blarina brevicauda,aloga,,trinomial,manual_crosswalk_candidate,TRUE,,0.6842105263157895,needs_binomialization,24
Cordylus sp.,host_scientific_name,Cordylus sp.,,,,non_actionable,drop_from_species_level,FALSE,,0.5454545454545454,drop_from_species_level,24
Gerrhosaurus sp.,host_scientific_name,Gerrhosaurus sp.,,,,non_actionable,drop_from_species_level,FALSE,,0.4666666666666667,drop_from_species_level,24
Icterus bullockii,host_scientific_name,Icterus bullockii,Icterus bullockii,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4,needs_manual_synonym_map,24
Mustela noveboracensis,host_scientific_name,Mustela noveboracensis,Mustela noveboracensis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5909090909090908,needs_manual_synonym_map,24
Scalopus aquaticus,host_scientific_name,Scalopus aquaticus,Scalopus aquaticus,,,already_binomial,manual_crosswalk_candidate,TRUE,Rallus aquaticus,0.778,needs_manual_synonym_map,24
Sigmodon spp.,host_scientific_name,Sigmodon spp.,,,,non_actionable,drop_from_species_level,FALSE,,0.6470588235294117,drop_from_species_level,24
Spilogale angustifrons,host_scientific_name,Spilogale angustifrons,Spilogale angustifrons,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6363636363636364,needs_manual_synonym_map,24
Sturnella spp.,host_scientific_name,Sturnella spp.,,,,non_actionable,drop_from_species_level,FALSE,,0.4,drop_from_species_level,24
Sylvilagus bachmani riparius,host_scientific_name,Sylvilagus bachmani riparius,Sylvilagus bachmani,riparius,,trinomial,manual_crosswalk_candidate,TRUE,,0.65,needs_binomialization,24
Tupaia belangeri,host_scientific_name,Tupaia belangeri,Tupaia belangeri,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,24
Bobwhite quail,verbatim_host_name,,Bobwhite quail,,,,package_candidate_check,TRUE,,0.38888888888888884,verbatim_binomial_candidate,24
Calif gr sq,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
Chipping Sparrow,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
Citellus elegans,verbatim_host_name,,Citellus elegans,,,,package_candidate_check,TRUE,,0.5555555555555556,verbatim_binomial_candidate,24
Cnemidophorus tigris,verbatim_host_name,,Cnemidophorus tigris,,,,package_candidate_check,TRUE,,0.5,verbatim_binomial_candidate,24
Colinus virginianus,verbatim_host_name,,Colinus virginianus,,,,package_candidate_check,TRUE,,0.7272727272727273,verbatim_binomial_candidate,24
Cordylus sp.,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
D. californicus,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
Eastern bluebird,verbatim_host_name,,Eastern bluebird,,,,package_candidate_check,TRUE,,0.4375,verbatim_binomial_candidate,24
Eastern woodrat,verbatim_host_name,,Eastern woodrat,,,,package_candidate_check,TRUE,,0.4,verbatim_binomial_candidate,24
Genetta thierryi,verbatim_host_name,,Genetta thierryi,,,,package_candidate_check,TRUE,,0.4375,verbatim_binomial_candidate,24
Gerrhosaurus sp.,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
Gopher tortoise burrows,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
Lepus sp.,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
Marsh Rabbit,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
Meadow lark,verbatim_host_name,,Meadow lark,,,,package_candidate_check,TRUE,,0.3846153846153846,verbatim_binomial_candidate,24
Melospiza georgiana,verbatim_host_name,,Melospiza georgiana,,,,package_candidate_check,TRUE,,0.6842105263157895,verbatim_binomial_candidate,24
Mustela noveboracensis,verbatim_host_name,,Mustela noveboracensis,,,,package_candidate_check,TRUE,,0.5909090909090908,verbatim_binomial_candidate,24
Pig,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
Scalopus aquaticus,verbatim_host_name,,Scalopus aquaticus,,,,package_candidate_check,TRUE,Rallus aquaticus,0.778,verbatim_binomial_candidate,24
Sceloporus occidentalis,verbatim_host_name,,Sceloporus occidentalis,,,,package_candidate_check,TRUE,Aechmophorus occidentalis,0.8,verbatim_binomial_candidate,24
"Short-tailed shrew, Blarina brevicauda aloga",verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
Squirrels,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
Sylvilagus bachmani riparius,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
Tupaia belangeri,verbatim_host_name,,Tupaia belangeri,,,,package_candidate_check,TRUE,,0.5,verbatim_binomial_candidate,24
monitor lizard (Varanus sp.,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,24
Atelerix frontalis_A. Smith 1831,host_scientific_name,Atelerix frontalis A. Smith 1831,Atelerix frontalis,,A. Smith 1831,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6,needs_binomialization,23
Equus spp.,host_scientific_name,Equus spp.,,,,non_actionable,drop_from_species_level,FALSE,,0.5833333333333333,drop_from_species_level,23
Civettictis civetta,verbatim_host_name,,Civettictis civetta,,,,package_candidate_check,TRUE,,0.42105263157894735,verbatim_binomial_candidate,23
Manis tricuspis,verbatim_host_name,,Manis tricuspis,,,,package_candidate_check,TRUE,,0.5333333333333333,verbatim_binomial_candidate,23
Catharus minimus,host_scientific_name,Catharus minimus,Catharus minimus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6470588235294117,needs_manual_synonym_map,22
Crocidura sp.,host_scientific_name,Crocidura sp.,,,,non_actionable,drop_from_species_level,FALSE,,0.6470588235294117,drop_from_species_level,22
Dendroica palmarum,host_scientific_name,Dendroica palmarum,Dendroica palmarum,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,22
Oryzomys russatus_Wagner 1848,host_scientific_name,Oryzomys russatus Wagner 1848,Oryzomys russatus,,Wagner 1848,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6111111111111112,needs_binomialization,22
C. columbianus,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,22
Citellus oregonus,verbatim_host_name,,Citellus oregonus,,,,package_candidate_check,TRUE,,0.5294117647058824,verbatim_binomial_candidate,22
Eastern Towhee,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,22
Indigo bunting,verbatim_host_name,,Indigo bunting,,,,package_candidate_check,TRUE,,0.4,verbatim_binomial_candidate,22
Peromyscus,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,22
Taurotragus oryx,verbatim_host_name,,Taurotragus oryx,,,,package_candidate_check,TRUE,,0.5,verbatim_binomial_candidate,22
jackal,verbatim_host_name,,,,,,drop_from_species_level,FALSE,,,drop_from_species_level,22
