candidate_query,total_row_count,source_fields,example_raw_labels,example_reason_flags,taxize_status,taxize_note,matched_name,canonical_form,current_name_string,resolved_name,score,data_source_title,classification_path,resolved_matches_who,resolved_who_host,candidate_query_key,resolved_name_key
Lichmera indistincta,1,host_scientific_name,Lichmera indistincta,needs_manual_synonym_map,matched,,"Lichmera indistincta (Vigors & Horsfield, 1827)",Lichmera indistincta,Lichmera indistincta,Lichmera indistincta,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,lichmera indistincta,lichmera indistincta
Limnotragus spekei,1,verbatim_host_name,Limnotragus spekei,verbatim_binomial_candidate,matched,,Limnotragus spekei,Limnotragus spekei,,Limnotragus spekei,9.41038597559656,EOL,N/A; Exact,FALSE,,limnotragus spekei,limnotragus spekei
Lithobates capito,1,host_scientific_name,Lithobates capito,needs_manual_synonym_map,matched,,"Lithobates capito (LeConte, 1855)",Lithobates capito,Lithobates capito,Lithobates capito,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,lithobates capito,lithobates capito
Lithobates catesbeianus,1,host_scientific_name,Lithobates catesbeianus,needs_manual_synonym_map,matched,,"Lithobates catesbeianus (Shaw, 1802)",Lithobates catesbeianus,Aquarana catesbeiana,Aquarana catesbeiana,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,lithobates catesbeianus,aquarana catesbeiana
Lithobates grylio,1,host_scientific_name,Lithobates grylio,needs_manual_synonym_map,matched,,"Lithobates grylio (Stejneger, 1901)",Lithobates grylio,Aquarana grylio,Aquarana grylio,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,lithobates grylio,aquarana grylio
Lithobates sphenocephalus,1,host_scientific_name,Lithobates sphenocephalus,needs_manual_synonym_map,matched,,"Lithobates sphenocephalus (Cope, 1886)",Lithobates sphenocephalus,Lithobates sphenocephalus,Lithobates sphenocephalus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,lithobates sphenocephalus,lithobates sphenocephalus
Lophocebus albigena,1,host_scientific_name,Lophocebus albigena_Gray 1850,needs_binomialization,matched,,"Lophocebus albigena (Gray, 1850)",Lophocebus albigena,Lophocebus albigena,Lophocebus albigena,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,lophocebus albigena,lophocebus albigena
Lophuromys aquila,1,verbatim_host_name,Lophuromys aquila,verbatim_binomial_candidate,matched,,"Lophuromys (Lophuromys) aquilus (True, 1892)",Lophuromys aquilus,Lophuromys aquilus,Lophuromys aquilus,9.36450062552923,Catalogue of Life,Accepted; Fuzzy,FALSE,,lophuromys aquila,lophuromys aquilus
Loxia leucoptera,1,host_scientific_name,Loxia leucoptera,needs_manual_synonym_map,matched,,"Loxia leucoptera J. F. Gmelin, 1789",Loxia leucoptera,Loxia leucoptera,Loxia leucoptera,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,loxia leucoptera,loxia leucoptera
Loxodon africanus,1,verbatim_host_name,Loxodon africanus,verbatim_binomial_candidate,matched,,Loxodon africanus,Loxodon africanus,,Loxodon africanus,9.41038597559656,EOL,N/A; Exact,FALSE,,loxodon africanus,loxodon africanus
Lutra maculicollis,1,verbatim_host_name,Lutra maculicollis,verbatim_binomial_candidate,matched,,"Lutra maculicollis Lichtenstein, 1835",Lutra maculicollis,Hydrictis maculicollis,Hydrictis maculicollis,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,lutra maculicollis,hydrictis maculicollis
Macrotis lagotis,1,host_scientific_name,Macrotis lagotis_Reid 1836,needs_binomialization,matched,,"Macrotis lagotis (Reid, 1837)",Macrotis lagotis,Macrotis lagotis,Macrotis lagotis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,macrotis lagotis,macrotis lagotis
Madoqua kirkii,1,host_scientific_name,Madoqua kirkii hindei_Thomas 1902,needs_binomialization,matched,,"Madoqua kirkii (Günther, 1880)",Madoqua kirkii,Madoqua kirkii,Madoqua kirkii,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,madoqua kirkii,madoqua kirkii
Malacoptila striata,1,host_scientific_name,Malacoptila striata,needs_manual_synonym_map,matched,,"Malacoptila striata (von Spix, 1824)",Malacoptila striata,Malacoptila striata,Malacoptila striata,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,malacoptila striata,malacoptila striata
Manis gigantica,1,verbatim_host_name,Manis gigantica,verbatim_binomial_candidate,matched,,"Manis Linnaeus, 1758",Manis,Manis,Manis,8.63917094139975,Catalogue of Life,Accepted; PartialExact,FALSE,,manis gigantica,manis
Marmota flaviventer,1,verbatim_host_name,Marmota flaviventer,verbatim_binomial_candidate,matched,,Marmota flaviventer,Marmota flaviventer,,Marmota flaviventer,9.41038597559656,EOL,N/A; Exact,FALSE,,marmota flaviventer,marmota flaviventer
Mauremys leprosa,1,host_scientific_name,Mauremys leprosa,needs_manual_synonym_map,matched,,"Mauremys leprosa (Schweigger, 1812)",Mauremys leprosa,Mauremys leprosa,Mauremys leprosa,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,mauremys leprosa,mauremys leprosa
Maxomys bartelsii,1,host_scientific_name,Maxomys bartelsii_Jentink 1910,needs_binomialization,matched,,"Maxomys bartelsii (Jentink, 1910)",Maxomys bartelsii,Maxomys bartelsii,Maxomys bartelsii,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,maxomys bartelsii,maxomys bartelsii
Mazama americana,1,host_scientific_name,Mazama americana,needs_manual_synonym_map,matched,,"Mazama americana (Erxleben, 1777)",Mazama americana,Mazama americana,Mazama americana,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,mazama americana,mazama americana
Megaceryle alcyon,1,host_scientific_name,Megaceryle alcyon,needs_manual_synonym_map,matched,,"Megaceryle alcyon (Linnaeus, 1758)",Megaceryle alcyon,Megaceryle alcyon,Megaceryle alcyon,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,megaceryle alcyon,megaceryle alcyon
Mellivera capensis,1,verbatim_host_name,Mellivera capensis,verbatim_binomial_candidate,matched,,"Mellivora capensis (Schreber, 1776)",Mellivora capensis,Mellivora capensis,Mellivora capensis,9.38897978490342,Catalogue of Life,Accepted; Fuzzy,FALSE,,mellivera capensis,mellivora capensis
Melozone aberti,1,host_scientific_name,Melozone aberti,needs_manual_synonym_map,matched,,"Melozone aberti (S. F. Baird, 1852)",Melozone aberti,Melozone aberti,Melozone aberti,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,melozone aberti,melozone aberti
