matched_who_host,matched_who_host_tax_id,matched_who_host_class,matched_who_host_order,matched_who_host_family,vector_species_analysis,vector_species_needs_review,vector_name_taxonomy_examples,interaction_type_examples,source_dataset_examples,country_examples,associated_pathogen_examples,associated_parasite_examples,record_count
Civettictis civetta,94186,mammalia,carnivora,viverridae,Rhipicentor bicornis,FALSE,Rhipicentor bicornis,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Civettictis civetta,94186,mammalia,carnivora,viverridae,Rhipicephalus compositus,FALSE,Rhipicephalus compositus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Civettictis civetta,94186,mammalia,carnivora,viverridae,Rhipicephalus duttoni,FALSE,Rhipicephalus duttoni,on_host_occurrence,TickMap,Angola,,,1
Civettictis civetta,94186,mammalia,carnivora,viverridae,Rhipicephalus planus,FALSE,Rhipicephalus planus,on_host_occurrence,TickMap,Mozambique,,,1
Civettictis civetta,94186,mammalia,carnivora,viverridae,Rhipicephalus sanguineus,FALSE,Rhipicephalus sanguineus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; Mozambique; Sudan",,,4
Civettictis civetta,94186,mammalia,carnivora,viverridae,Rhipicephalus simus,FALSE,Rhipicephalus simus,on_host_occurrence,TickMap,Mozambique; Sudan,,,3
Civettictis civetta,94186,mammalia,carnivora,viverridae,Rhipicephalus sulcatus,FALSE,Rhipicephalus sulcatus,on_host_occurrence,TickMap,Mozambique,,,1
Civettictis civetta,94186,mammalia,carnivora,viverridae,Rhipicephalus ziemanni,FALSE,Rhipicephalus ziemanni,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Colaptes auratus,51355,aves,piciformes,picidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,1
Colaptes auratus,51355,aves,piciformes,picidae,Culex stigmatosoma,FALSE,Culex stigmatosoma,blood_meal,BloodMealMap,Unites States,,,1
Colaptes auratus,51355,aves,piciformes,picidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,1
Colaptes auratus,51355,aves,piciformes,picidae,Echidnophaga gallinacea,FALSE,Echidnophaga gallinacea,on_host_occurrence,FleaMap,United States,,,1
Colaptes auratus,51355,aves,piciformes,picidae,Ixodes pacificus,FALSE,Ixodes pacificus,on_host_occurrence,TickMap,United States of America,,Borrelia burgdorferi s.l.,8
Colaptes auratus,51355,aves,piciformes,picidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States of America,,,3
Colobus guereza,33548,mammalia,primates,cercopithecidae,Ixodes schillingsi,FALSE,Ixodes schillingsi,on_host_occurrence,TickMap,Kenya,,,1
Coloeus monedula,30423,,,,Culex perexiguus,FALSE,Culex perexiguus,blood_meal,BloodMealMap,ESP,,,1
Columba livia,8932,aves,columbiformes,columbidae,Argas persicus,FALSE,Argas persicus,on_host_occurrence,TickMap,Mali; Morocco,,,3
Columba livia,8932,aves,columbiformes,columbidae,Culex perexiguus,FALSE,Culex perexiguus,blood_meal,BloodMealMap,ESP,,,1
Columba livia,8932,aves,columbiformes,columbidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Serbia; Unites States,,,4
Columba livia,8932,aves,columbiformes,columbidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,3
Columba livia,8932,aves,columbiformes,columbidae,Culex stigmatosoma,FALSE,Culex stigmatosoma,blood_meal,BloodMealMap,Unites States,,,1
Columba livia,8932,aves,columbiformes,columbidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,2
Columba palumbus,8934,aves,columbiformes,columbidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,United Kingdom,,,1
Contopus sordidulus,183522,aves,passeriformes,tyrannidae,Ixodes pacificus,FALSE,Ixodes pacificus,on_host_occurrence,TickMap,United States of America,,,8
Contopus sordidulus,183522,aves,passeriformes,tyrannidae,Oropsylla montana,FALSE,Oropsylla montana,on_host_occurrence,FleaMap,United States,,,1
Corvus brachyrhynchos,85066,aves,passeriformes,corvidae,Anopheles freeborni,FALSE,Anopheles freeborni,blood_meal,BloodMealMap,Unites States,,,1
Corvus brachyrhynchos,85066,aves,passeriformes,corvidae,Anopheles punctipennis,FALSE,Anopheles punctipennis,blood_meal,BloodMealMap,Unites States,,,1
Corvus brachyrhynchos,85066,aves,passeriformes,corvidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,2
Corvus brachyrhynchos,85066,aves,passeriformes,corvidae,Culex restuans,FALSE,Culex restuans,blood_meal,BloodMealMap,Unites States,,,1
Corvus brachyrhynchos,85066,aves,passeriformes,corvidae,Culex stigmatosoma,FALSE,Culex stigmatosoma,blood_meal,BloodMealMap,Unites States,,,3
Corvus brachyrhynchos,85066,aves,passeriformes,corvidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,3
Corvus brachyrhynchos,85066,aves,passeriformes,corvidae,Culiseta incidens,FALSE,Culiseta incidens,blood_meal,BloodMealMap,Unites States,,,1
Corvus brachyrhynchos,85066,aves,passeriformes,corvidae,Culiseta melanura,FALSE,Culiseta melanura,blood_meal,BloodMealMap,Unites States,,,2
Corvus brachyrhynchos,85066,aves,passeriformes,corvidae,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States of America,,,8
Corvus brachyrhynchos,85066,aves,passeriformes,corvidae,Ixodes brunneus,FALSE,Ixodes brunneus,on_host_occurrence,TickMap,United States of America,,,8
Corvus corax,56781,aves,passeriformes,corvidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,2
Corvus corax,56781,aves,passeriformes,corvidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,1
Corvus corax,56781,aves,passeriformes,corvidae,Culex stigmatosoma,FALSE,Culex stigmatosoma,blood_meal,BloodMealMap,Unites States,,,1
Corvus corax,56781,aves,passeriformes,corvidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,1
Coturnix coturnix,9091,aves,galliformes,phasianidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Czechia,,,1
Cricetomys gambianus,10085,mammalia,rodentia,nesomyidae,Haemaphysalis leachi,FALSE,Haemaphysalis leachi,on_host_occurrence,TickMap,Burkina Faso; Cote D'Ivoire; Nigeria,,,3
Cricetomys gambianus,10085,mammalia,rodentia,nesomyidae,Haemaphysalis parmata,FALSE,Haemaphysalis parmata,on_host_occurrence,TickMap,Cote D'Ivoire,,,1
Cricetomys gambianus,10085,mammalia,rodentia,nesomyidae,Haemaphysalis spinulosa,FALSE,Haemaphysalis spinulosa,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Cricetomys gambianus,10085,mammalia,rodentia,nesomyidae,Ixodes cumulatimpunctatus,FALSE,Ixodes cumulatimpunctatus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; Cote D'Ivoire; Rwanda",,,5
Cricetomys gambianus,10085,mammalia,rodentia,nesomyidae,Ixodes muniensis,FALSE,Ixodes muniensis,on_host_occurrence,TickMap,Rwanda,,,1
Cricetomys gambianus,10085,mammalia,rodentia,nesomyidae,Ixodes oldi,FALSE,Ixodes oldi,on_host_occurrence,TickMap,Cote D'Ivoire,,,1
Cricetomys gambianus,10085,mammalia,rodentia,nesomyidae,Ixodes rasus,FALSE,Ixodes rasus,on_host_occurrence,TickMap,Cote D'Ivoire,,,1
Cricetomys gambianus,10085,mammalia,rodentia,nesomyidae,Ixodes ugandanus,FALSE,Ixodes ugandanus,on_host_occurrence,TickMap,Kenya,,,2
Cricetomys gambianus,10085,mammalia,rodentia,nesomyidae,Rhipicephalus evertsi,TRUE,Rhipicephalus evertsi mimeticus,on_host_occurrence,TickMap,Nigeria,,,1
Cricetomys gambianus,10085,mammalia,rodentia,nesomyidae,Rhipicephalus sanguineus,FALSE,Rhipicephalus sanguineus,on_host_occurrence,TickMap,Benin; Cote D'Ivoire,,,2
Crocodylus niloticus,8501,reptilia,crocodylia,crocodylidae,Amblyomma exornatum,FALSE,Amblyomma exornatum,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Crocuta crocuta,9678,mammalia,carnivora,hyaenidae,Amblyomma variegatum,FALSE,Amblyomma variegatum,on_host_occurrence,TickMap,Sudan,,,1
Crocuta crocuta,9678,mammalia,carnivora,hyaenidae,Haemaphysalis leachi,FALSE,Haemaphysalis leachi,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; Nigeria",,,5
Crocuta crocuta,9678,mammalia,carnivora,hyaenidae,Haemaphysalis spinulosa,FALSE,Haemaphysalis spinulosa,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Crocuta crocuta,9678,mammalia,carnivora,hyaenidae,Rhipicephalus carnivoralis,FALSE,Rhipicephalus carnivoralis,on_host_occurrence,TickMap,"Tanzania, United Republic of",,,1
Crocuta crocuta,9678,mammalia,carnivora,hyaenidae,Rhipicephalus longus,FALSE,Rhipicephalus longus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Crocuta crocuta,9678,mammalia,carnivora,hyaenidae,Rhipicephalus muhsamae,FALSE,Rhipicephalus muhsamae,on_host_occurrence,TickMap,Nigeria,,,1
Crocuta crocuta,9678,mammalia,carnivora,hyaenidae,Rhipicephalus simus,FALSE,Rhipicephalus simus,on_host_occurrence,TickMap,Sudan,,,1
Cyanistes caeruleus,156563,aves,passeriformes,paridae,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Switzerland,,,1
Cyanistes caeruleus,156563,aves,passeriformes,paridae,Anopheles maculipennis,FALSE,Anopheles maculipennis,blood_meal,BloodMealMap,Switzerland,,,1
Cyanistes caeruleus,156563,aves,passeriformes,paridae,Culex hortensis,FALSE,Culex hortensis,blood_meal,BloodMealMap,Switzerland,,,1
Cyanistes caeruleus,156563,aves,passeriformes,paridae,Culex modestus,FALSE,Culex modestus,blood_meal,BloodMealMap,Czechia,,,1
Cyanistes caeruleus,156563,aves,passeriformes,paridae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Czechia,,,1
Cyanocitta cristata,28727,aves,passeriformes,corvidae,Amblyomma americanum,FALSE,Amblyomma americanum,on_host_occurrence,TickMap,United States; United States of America,,,14
Cyanocitta cristata,28727,aves,passeriformes,corvidae,Culex erraticus,FALSE,Culex erraticus,blood_meal,BloodMealMap,Unites States,,,2
Cyanocitta cristata,28727,aves,passeriformes,corvidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,1
Cyanocitta cristata,28727,aves,passeriformes,corvidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,1
Cyanocitta cristata,28727,aves,passeriformes,corvidae,Culex restuans,FALSE,Culex restuans,blood_meal,BloodMealMap,Unites States,,,1
Cyanocitta cristata,28727,aves,passeriformes,corvidae,Culiseta melanura,FALSE,Culiseta melanura,blood_meal,BloodMealMap,Unites States,,,1
Cyanocitta cristata,28727,aves,passeriformes,corvidae,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States; United States of America,,,6
Cyanocitta cristata,28727,aves,passeriformes,corvidae,Ixodes brunneus,FALSE,Ixodes brunneus,on_host_occurrence,TickMap,United States of America,,,8
Cyanocitta cristata,28727,aves,passeriformes,corvidae,Ixodes dentatus,FALSE,Ixodes dentatus,on_host_occurrence,TickMap,United States of America,,,13
Cyanocitta cristata,28727,aves,passeriformes,corvidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States; United States of America,,B. burgdorferi sensu stricto; A. phagocytophilum,30
Cygnus atratus,8868,aves,anseriformes,anatidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,ESP,,,1
Cygnus buccinator,48397,aves,anseriformes,anatidae,Culex perexiguus,FALSE,Culex perexiguus,blood_meal,BloodMealMap,ESP,,,1
Cygnus olor,8869,aves,anseriformes,anatidae,Culex modestus,FALSE,Culex modestus,blood_meal,BloodMealMap,United Kingdom,,,1
Cynomys ludovicianus,45480,mammalia,rodentia,sciuridae,Dermacentor andersoni,FALSE,Dermacentor andersoni,on_host_occurrence,TickMap,United States of America,,,8
Cynomys ludovicianus,45480,mammalia,rodentia,sciuridae,Ixodes sculptus,FALSE,Ixodes sculptus,on_host_occurrence,TickMap,United States of America,,,4
Cynomys ludovicianus,45480,mammalia,rodentia,sciuridae,Oropsylla hirsuta,FALSE,Oropsylla hirsuta,on_host_occurrence,FleaMap,Mexico; United States,,,97
Cynomys ludovicianus,45480,mammalia,rodentia,sciuridae,Oropsylla tuberculata,FALSE,Oropsylla tuberculata,on_host_occurrence,FleaMap,United States,,,6
Cynomys ludovicianus,45480,mammalia,rodentia,sciuridae,Oropsylla tuberculata,TRUE,Oropsylla tuberculata cynomuris,on_host_occurrence,FleaMap,United States,,,106
Dendrocopos major,183177,aves,piciformes,picidae,Hyalomma marginatum,FALSE,Hyalomma marginatum,on_host_occurrence,TickMap,Morocco,,,1
Dendrocygna autumnalis,8873,aves,anseriformes,anatidae,Culex declarator,FALSE,Culex declarator,blood_meal,BloodMealMap,Trinidad & Tobago,,,1
Dendrocygna autumnalis,8873,aves,anseriformes,anatidae,Culex nigripalpus,FALSE,Culex nigripalpus,blood_meal,BloodMealMap,Trinidad & Tobago,,,1
Dendrocygna viduata,8876,aves,anseriformes,anatidae,Amblyomma variegatum,FALSE,Amblyomma variegatum,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Dendrocygna viduata,8876,aves,anseriformes,anatidae,Rhipicephalus senegalensis,FALSE,Rhipicephalus senegalensis,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Dendrocygna viduata,8876,aves,anseriformes,anatidae,Rhipicephalus tricuspis,FALSE,Rhipicephalus tricuspis,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Desmodus rotundus,9430,mammalia,chiroptera,phyllostomidae,Ornithodoros azteci,FALSE,Ornithodoros azteci,on_host_occurrence,TickMap,Panama,,,1
Didelphis marsupialis,9268,mammalia,didelphimorphia,didelphidae,Amblyomma americanum,FALSE,Amblyomma americanum,on_host_occurrence,TickMap,United States of America,,,48
Didelphis marsupialis,9268,mammalia,didelphimorphia,didelphidae,Ctenocephalides felis,FALSE,Ctenocephalides felis,on_host_occurrence,FleaMap,Mexico; United States; Venezuela,,,27
Didelphis marsupialis,9268,mammalia,didelphimorphia,didelphidae,Dermacentor variabilis,FALSE,Dermacentor variabilis,on_host_occurrence,TickMap,United States of America,,,104
Didelphis marsupialis,9268,mammalia,didelphimorphia,didelphidae,Echidnophaga gallinacea,FALSE,Echidnophaga gallinacea,on_host_occurrence,FleaMap,Mexico,,,2
Didelphis marsupialis,9268,mammalia,didelphimorphia,didelphidae,Ixodes cookei,FALSE,Ixodes cookei,on_host_occurrence,TickMap,United States of America,,,24
Didelphis marsupialis,9268,mammalia,didelphimorphia,didelphidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States of America,,,28
Didelphis marsupialis,9268,mammalia,didelphimorphia,didelphidae,Ixodes texanus,FALSE,Ixodes texanus,on_host_occurrence,TickMap,United States of America,,,4
Didelphis marsupialis,9268,mammalia,didelphimorphia,didelphidae,Polygenis gwyni,FALSE,Polygenis gwyni,on_host_occurrence,FleaMap,Mexico; United States,,,2
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Aedes atlanticus,FALSE,Aedes atlanticus,blood_meal,BloodMealMap,Unites States,,,1
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Aedes infirmatus,FALSE,Aedes infirmatus,blood_meal,BloodMealMap,Unites States,,,1
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Aedes taeniorhynchus,FALSE,Aedes taeniorhynchus,blood_meal,BloodMealMap,Unites States,,,1
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Unites States,,,2
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Amblyomma americanum,FALSE,Amblyomma americanum,on_host_occurrence,TickMap,United States of America,,,24
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Anopheles crucians,FALSE,Anopheles crucians,blood_meal,BloodMealMap,Unites States,,,1
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Coquillettidia perturbans,FALSE,Coquillettidia perturbans,blood_meal,BloodMealMap,Unites States,,,1
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Ctenocephalides felis,FALSE,Ctenocephalides felis,on_host_occurrence,FleaMap,United States,,,37
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Culex cedecei,FALSE,Culex cedecei,blood_meal,BloodMealMap,Unites States,,,1
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Culex iolambdis,FALSE,Culex iolambdis,blood_meal,BloodMealMap,Unites States,,,1
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,2
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Dermacentor albipictus,FALSE,Dermacentor albipictus,on_host_occurrence,TickMap,United States of America,,,8
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Dermacentor variabilis,FALSE,Dermacentor variabilis,on_host_occurrence,TickMap,United States of America,,,40
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Echidnophaga gallinacea,FALSE,Echidnophaga gallinacea,on_host_occurrence,FleaMap,United States,,,1
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Ixodes affinis,FALSE,Ixodes affinis,on_host_occurrence,TickMap,United States of America,,,8
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Ixodes cookei,FALSE,Ixodes cookei,on_host_occurrence,TickMap,United States of America,,,33
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States; United States of America,,Borrelia burgdorferi; POWV (Deer tick virus),29
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Ixodes texanus,FALSE,Ixodes texanus,on_host_occurrence,TickMap,United States of America,,,7
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Polygenis gwyni,FALSE,Polygenis gwyni,on_host_occurrence,FleaMap,United States,,,4
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Psorophora columbiae,FALSE,Psorophora columbiae,blood_meal,BloodMealMap,Unites States,,,1
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Psorophora ferox,FALSE,Psorophora ferox,blood_meal,BloodMealMap,Unites States,,,1
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Psorophora howardii,FALSE,Psorophora howardii,blood_meal,BloodMealMap,Unites States,,,1
Didelphis virginiana,9267,mammalia,didelphimorphia,didelphidae,Rhipicephalus sanguineus,FALSE,Rhipicephalus sanguineus,on_host_occurrence,TickMap,United States of America,,,4
Dromaius novaehollandiae,8790,aves,struthioniformes,casuariidae,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Unites States,,,1
Dromaius novaehollandiae,8790,aves,struthioniformes,casuariidae,Amblyomma maculatum,FALSE,Amblyomma maculatum,on_host_occurrence,TickMap,United States of America,,,8
Dromaius novaehollandiae,8790,aves,struthioniformes,casuariidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,1
Egretta thula,110681,aves,pelecaniformes,ardeidae,Culex erraticus,FALSE,Culex erraticus,blood_meal,BloodMealMap,Unites States,,,1
Egretta thula,110681,aves,pelecaniformes,ardeidae,Culex stigmatosoma,FALSE,Culex stigmatosoma,blood_meal,BloodMealMap,Unites States,,,1
Emberiza citrinella,37595,aves,passeriformes,emberizidae,Culex modestus,FALSE,Culex modestus,blood_meal,BloodMealMap,Czechia,,,1
Emberiza citrinella,37595,aves,passeriformes,emberizidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Czechia,,,1
Eptesicus fuscus,29078,mammalia,chiroptera,vespertilionidae,Ornithodoros kelleyi,FALSE,Ornithodoros kelleyi,on_host_occurrence,TickMap,United States of America,,,8
Equus asinus,9793,mammalia,perissodactyla,equidae,Amblyomma lepidum,FALSE,Amblyomma lepidum,on_host_occurrence,TickMap,Sudan,,,2
Equus asinus,9793,mammalia,perissodactyla,equidae,Amblyomma maculatum,FALSE,Amblyomma maculatum,on_host_occurrence,TickMap,Peru,,,3
Equus asinus,9793,mammalia,perissodactyla,equidae,Amblyomma variegatum,FALSE,Amblyomma variegatum,on_host_occurrence,TickMap,Burkina Faso; Ethiopia; Guinea-Bissau; Sudan,,,4
Equus asinus,9793,mammalia,perissodactyla,equidae,Anopheles atroparvus,FALSE,Anopheles atroparvus,blood_meal,BloodMealMap,ESP,,,1
Equus asinus,9793,mammalia,perissodactyla,equidae,Culex perexiguus,FALSE,Culex perexiguus,blood_meal,BloodMealMap,ESP,,,1
Equus asinus,9793,mammalia,perissodactyla,equidae,Dermacentor nitens,FALSE,Dermacentor nitens,on_host_occurrence,TickMap,Peru,,,5
