blood_meal_assay_id,sample_id,study_id,vector_species_raw,vector_species_assay_raw,vector_species_sample_raw,host_organism_raw,review_reason
2016-indian-icemr|Anopheles_culicifacies_BCE_0466.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0466,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0468.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0468,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0468.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0468,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0013.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0013,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0013.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0013,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0007.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0007,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0007.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0007,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0008.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0008,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0008.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0008,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0046.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0046,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0046.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0046,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0047.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0047,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0047.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0047,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0012.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_S_0012,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0012.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_S_0012,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0013.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_S_0013,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0013.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_S_0013,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0023.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0023,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0023.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0023,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0025.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_S_0025,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0025.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_S_0025,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0026.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_S_0026,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0026.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_S_0026,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0047.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0047,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0047.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0047,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0048.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0048,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0048.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0048,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0049.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0049,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
