vector_species_taxonomy_cleaned,vector_species_original_examples,vector_species_clean_examples,disease_examples,review_needed_any,review_notes,official_correct_name,official_taxon_level,official_synonyms,official_iucn_name,official_name_status,helper_iucn_name,helper_itis_name,helper_gbif_name,helper_note,gbif_usage_key,gbif_scientific_name,gbif_canonical_name,gbif_rank,gbif_status,gbif_match_type,gbif_note,itis_tsn,itis_scientific_name,itis_name_usage,itis_accepted_name,itis_note
aedes bromeliae,Aedes bromeliae,aedes bromeliae,Yellow fever; Zika virus disease,FALSE,,Aedes bromeliae,species,Aedes bromeliae,,exact_match,,,Aedes bromeliae,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes bromeliae 1 Catalogue of Life Curated 89W7K; 2 Aedes bromeliae 12 EOL AutoCura… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1652051,"Aedes bromeliae (Theobald, 1911)",Aedes bromeliae,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes calceatus,Aedes calceatus,aedes calceatus,Rift Valley fever,FALSE,,Aedes calceatus,species,Aedes calceatus; Aedes tortilis,,exact_match,,,Aedes calceatus,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes calceatus 1 Catalogue of Life Curated 6588P; 2 Aedes calceatus 1 Catalogue of Life Curated 87MRH; 3 Aedes calceatus 12 EOL AutoCura… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651452,"Aedes calceatus Edwards, 1941",Aedes calceatus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes camptorhynchus,Aedes camptorhynchus,aedes camptorhynchus,Zika virus disease,FALSE,,Aedes camptorhynchus,species,Aedes camptorhynchus,,exact_match,,,Aedes camptorhynchus,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes camptorhy… 1 Catalogue of Life Curated 6588R; 2 Aedes camptorhy… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1652230,"Aedes camptorhynchus (Thomson, 1869)",Aedes camptorhynchus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes canadensis,Aedes canadensis,aedes canadensis,Rift Valley fever; West Nile fever,FALSE,,Aedes canadensis,species,Aedes canadensis; Grus canadensis; Picea glauca; Tsuga canadensis,,exact_match,,,Aedes canadensis,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes canadensis 1 Catalogue of Life Curated 65893; 2 Aedes canadensis 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651348,"Aedes canadensis (Theobald, 1901)",Aedes canadensis,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes cantans,Aedes cantans,aedes cantans,West Nile fever,FALSE,,Aedes cantans,species,Aedes cantans,,exact_match,,,Aedes cantans,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes cantans 1 Catalogue of Life Curated 64W8Q; 2 Aedes cantans 12 EOL AutoCurated bare-na…; 3 Aedes cantans 12 EOL AutoCurated bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651187,"Aedes cantans (Meigen, 1818)",Aedes cantans,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes cantator,Aedes cantator,aedes cantator,Rift Valley fever,FALSE,,Aedes cantator,species,Aedes cantator,,exact_match,,,Aedes cantator,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes cantator 1 Catalogue of Life Curated 64W92; 2 Aedes cantator 12 EOL AutoCurat… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651292,"Aedes cantator (Coquillett, 1903)",Aedes cantator,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes caspius,Aedes caspius,aedes caspius,Rift Valley fever; West Nile fever,FALSE,,Aedes caspius,species,Aedes caspius,,exact_match,,,Aedes caspius,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes caspius 1 Catalogue of Life Curated 64VWT; 2 Aedes caspius 12 EOL AutoCurated bare-na…; 3 Aedes caspius 12 EOL AutoCurated bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1652063,"Aedes caspius (Pallas, 1771)",Aedes caspius,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes centropunctatus,Aedes centropunctatus,aedes centropunctatus,Yellow fever,FALSE,,Aedes centropunctatus,species,Aedes centropunctatus,,exact_match,,,Aedes centropunctatus,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes centropun… 1 Catalogue of Life Curated 657WT; 2 Aedes centropun… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1652340,"Aedes centropunctatus (Theobald, 1913)",Aedes centropunctatus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes circumluteolus,Aedes (Neomelaniconion) circumluteolus; Aedes circumluteolus,aedes circumluteolus; aedes neomelaniconion circumluteolus,Rift Valley fever,FALSE,,Aedes circumluteolus,species,Aedes circumluteolus,,exact_match,,,Aedes circumluteolus,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes circumlut… 1 Catalogue of Life Curated 65897; 2 Aedes circumlut… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651224,"Aedes circumluteolus (Theobald, 1908)",Aedes circumluteolus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes cretinus,Aedes cretinus,aedes cretinus,Dengue,FALSE,,Aedes cretinus,species,Aedes cretinus; Verrallina cretata,,exact_match,,,Aedes cretinus,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes cretinus 1 Catalogue of Life Curated 6588Z; 2 Aedes cretinus 1 Catalogue of Life Curated 87MSS; 3 Aedes cretinus 12 EOL AutoCurat… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1652015,"Aedes cretinus Edwards, 1921",Aedes cretinus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes dalzieli,Aedes dalzieli,aedes dalzieli,Yellow fever; Zika virus disease,FALSE,,Aedes dalzieli,species,Aedes dalzieli,,exact_match,,,Aedes dalzieli,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes dalzieli 1 Catalogue of Life Curated 64W8F; 2 Aedes dalzieli 12 EOL AutoCurat… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651628,"Aedes dalzieli (Theobald, 1910)",Aedes dalzieli,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes detritus,Aedes detritus,aedes detritus,Rift Valley fever; Venezuelan equine encephalitis; West Nile fever; Zika virus disease,FALSE,,Aedes detritus,species,Aedes detritus,,exact_match,,,Aedes detritus,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes detritus 1 Catalogue of Life Curated 64W8K; 2 Aedes detritus 12 EOL AutoCurat… bare-na…; 3 Aedes detritus 12 EOL AutoCurat… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651278,"Aedes detritus (Haliday, 1833)",Aedes detritus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes dorsalis,Aedes dorsalis,aedes dorsalis,West Nile fever,FALSE,,Aedes dorsalis,species,Aedes dorsalis,,exact_match,,,Aedes dorsalis,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes dorsalis 1 Catalogue of Life Curated 64VXQ; 2 Aedes dorsalis 12 EOL AutoCurat… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651209,"Aedes dorsalis (Meigen, 1830)",Aedes dorsalis,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes durbanensis,Aedes durbanensis,aedes durbanensis,Rift Valley fever,FALSE,,Aedes durbanensis,species,Aedes durbanensis,,exact_match,,,Aedes durbanensis,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes durbanens… 1 Catalogue of Life Curated 657XP; 2 Aedes durbanens… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1650965,"Aedes durbanensis (Theobald, 1903)",Aedes durbanensis,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes excrucians,Aedes excrucians,aedes excrucians,Rift Valley fever; West Nile fever,FALSE,,Aedes excrucians,species,Aedes excrucians,,exact_match,,,Aedes excrucians,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes excrucians 1 Catalogue of Life Curated 64VY7; 2 Aedes excrucians 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651176,"Aedes excrucians (Walker, 1856)",Aedes excrucians,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes flavicollis,Aedes flavicolis; Aedes flavicollis,aedes flavicolis; aedes flavicollis,Zika virus disease,FALSE,Likely spelling variant aligned to the canonical species spelling already present in the table.,Aedes flavicollis,species,Aedes flavicollis; Dupetor flavicollis,,exact_match,,,Aedes flavicollis,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes flavicoll… 1 Catalogue of Life Curated 6589X; 2 Aedes flavicoll… 1 Catalogue of Life Curated 87MW4; 3 Aedes flavicoll… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651097,"Aedes flavicollis Edwards, 1928",Aedes flavicollis,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes fowleri,Aedes fowleri,aedes fowleri,Zika virus disease,FALSE,,Aedes fowleri,species,Aedes fowleri,,exact_match,,,Aedes fowleri,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes fowleri 1 Catalogue of Life Curated 89VB8; 2 Aedes fowleri 12 EOL AutoCurated bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651108,"Aedes fowleri (Emmerez de Charmoy, 1908)",Aedes fowleri,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes fulgens,Aedes fulgens,aedes fulgens,Chikungunya fever,FALSE,,Aedes fulgens,species,Aedes fulgens,,exact_match,,,Aedes fulgens,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes fulgens 1 Catalogue of Life Curated 64VXG; 2 Aedes fulgens 12 EOL AutoCurated bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1650937,"Aedes fulgens (Edwards, 1917)",Aedes fulgens,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes fulvus,Aedes (Ochlerotatus) fulvus,aedes ochlerotatus fulvus,Venezuelan equine encephalitis,FALSE,,Aedes fulvus,species,Aedes amesii; Aedes fulvus,,exact_match,,,Aedes fulvus,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes fulvus 1 Catalogue of Life Curated 657XG; 2 Aedes fulvus 12 EOL AutoCurated bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1652400,"Aedes fulvus (Wiedemann, 1828)",Aedes fulvus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes furcifer,Aedes furcifer,aedes furcifer,Chikungunya fever; Dengue; Yellow fever; Zika virus disease,FALSE,,Aedes furcifer,species,Aedes furcifer,,exact_match,,,Aedes furcifer,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes furcifer 1 Catalogue of Life Curated 89VHF; 2 Aedes furcifer 1 Catalogue of Life Curated 87MWH; 3 Aedes furcifer 12 EOL AutoCurat… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1650917,"Aedes furcifer Edwards, 1913",Aedes furcifer,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
